# Final energies generated by paramfit for ../../1_inputfiles/multiplicity_3//fit.prmtop
# Num	Amber+K		Quantum		Initial Amber+K
121	-617820.22903	-617820.89204	   0.66301
122	-617818.72486	-617816.87173	  -1.85313
123	-617815.92225	-617815.87796	  -0.04428
124	-617816.90955	-617818.25123	   1.34168
125	-617818.92561	-617820.94860	   2.02299
126	-617820.35558	-617821.85503	   1.49946
127	-617822.33275	-617820.94886	  -1.38389
128	-617824.13049	-617819.94247	  -4.18801
129	-617833.38582	-617826.74367	  -6.64215
130	-617831.00081	-617824.73881	  -6.26200
131	-617817.52789	-617821.54795	   4.02006
132	-617815.42177	-617820.74442	   5.32265
133	-617814.59612	-617818.28224	   3.68612
134	-617814.92003	-617817.50085	   2.58082
135	-617814.97339	-617817.94380	   2.97041
136	-617816.24601	-617819.30216	   3.05615
137	-617816.64283	-617820.03560	   3.39277
138	-617816.37417	-617820.25934	   3.88518
139	-617817.50035	-617819.79439	   2.29404
140	-617820.07549	-617820.02114	  -0.05435
141	-617822.65834	-617821.53497	  -1.12337
142	-617820.16706	-617821.61454	   1.44748
