# Final energies generated by paramfit for topology/fit.prmtop
# Num	Amber+K		Quantum		Initial Amber+K
0	-309268.06861	-309263.94809	-309262.21121
1	-309265.23583	-309265.32594	-309259.15278
2	-309263.71033	-309263.64189	-309259.11636
3	-309261.83068	-309261.13349	-309259.25644
4	-309259.28770	-309257.84506	-309259.14315
5	-309267.15489	-309263.64783	-309261.95738
6	-309256.17195	-309253.79268	-309259.19837
7	-309252.86587	-309249.51112	-309259.79481
8	-309253.27077	-309252.38387	-309257.70338
9	-309255.46943	-309255.76652	-309257.40197
10	-309258.16075	-309258.85430	-309257.86566
11	-309260.64919	-309261.46003	-309258.23700
12	-309263.12956	-309263.44839	-309258.92434
13	-309265.67205	-309264.66021	-309260.46286
14	-309267.35531	-309264.96328	-309262.19964
15	-309267.34239	-309264.64859	-309262.78159
16	-309266.10850	-309263.45671	-309261.90688
17	-309267.15031	-309264.58356	-309262.49370
18	-309267.58969	-309264.48202	-309262.35705
19	-309268.19301	-309264.24822	-309262.39321
20	-309265.74531	-309263.53528	-309262.13630
21	-309266.03759	-309263.57135	-309262.55389
22	-309267.33223	-309265.47812	-309261.66270
23	-309266.84092	-309265.96442	-309260.32785
24	-309264.33512	-309268.52040	-309252.38884
25	-309261.18114	-309264.44634	-309254.46046
26	-309261.92734	-309264.97844	-309254.47902
27	-309263.15893	-309265.71525	-309254.48560
28	-309264.81475	-309266.42477	-309254.57361
29	-309262.17706	-309267.88120	-309251.22635
30	-309266.56143	-309266.88332	-309254.97951
31	-309267.07535	-309267.20413	-309254.79398
32	-309266.61525	-309267.58024	-309254.33939
33	-309266.18807	-309267.78322	-309254.58914
34	-309266.14089	-309267.73918	-309255.44283
35	-309266.52010	-309267.58548	-309256.46743
36	-309267.02533	-309267.63093	-309257.12052
37	-309267.39447	-309268.31877	-309257.00971
38	-309268.12753	-309269.21892	-309257.20071
39	-309268.67589	-309269.57207	-309257.67556
40	-309259.48211	-309266.82317	-309250.39923
41	-309267.82654	-309269.52067	-309256.71631
42	-309266.59552	-309269.20628	-309255.12888
43	-309265.73620	-309268.87819	-309253.78836
44	-309257.24645	-309265.37428	-309250.28391
45	-309257.21343	-309263.94513	-309251.83971
46	-309259.38242	-309263.82122	-309253.85330
47	-309260.30179	-309264.14317	-309254.09291
48	-309261.19622	-309267.34574	-309250.46708
49	-309260.86925	-309264.21365	-309254.42360
50	-309261.78489	-309264.78056	-309254.57777
51	-309262.85021	-309265.62893	-309254.30722
52	-309263.59451	-309266.00591	-309253.81327
53	-309258.68044	-309266.33942	-309249.31367
54	-309266.06009	-309266.90940	-309254.49497
55	-309266.34268	-309266.80854	-309254.50032
56	-309265.77971	-309267.25921	-309253.86064
57	-309265.06804	-309267.38605	-309253.90404
58	-309264.73259	-309267.25903	-309254.55816
59	-309264.80456	-309266.95537	-309255.42206
60	-309265.07741	-309266.66385	-309256.18155
61	-309265.19457	-309266.68874	-309256.48133
62	-309265.13198	-309267.13620	-309256.33115
63	-309265.17053	-309267.54000	-309256.24366
64	-309256.05428	-309264.92670	-309248.90315
65	-309264.86069	-309267.82646	-309255.48887
66	-309263.84978	-309268.02053	-309253.60873
67	-309262.78879	-309267.89685	-309251.86613
68	-309254.39416	-309263.31629	-309249.53062
69	-309256.87957	-309262.99793	-309252.49460
70	-309258.35297	-309263.67643	-309253.00880
71	-309259.71535	-309263.93880	-309253.75250
72	-309259.11901	-309266.58528	-309249.31703
73	-309262.12571	-309264.52886	-309255.53200
74	-309262.73816	-309265.44164	-309255.03707
75	-309263.66099	-309266.69997	-309254.21131
76	-309265.40121	-309267.71792	-309254.07297
77	-309256.21366	-309265.21057	-309248.14320
78	-309267.01690	-309268.14004	-309254.38669
79	-309267.30427	-309268.01156	-309254.42522
80	-309266.46508	-309267.73061	-309254.24425
81	-309265.19148	-309267.59795	-309253.98351
82	-309264.44268	-309267.32392	-309254.36989
83	-309264.14464	-309266.89198	-309254.99371
84	-309263.30080	-309265.82269	-309255.41284
85	-309264.15453	-309266.03455	-309256.26175
86	-309263.94378	-309266.20172	-309256.24186
87	-309263.61296	-309266.73714	-309255.65610
88	-309253.44760	-309263.44271	-309247.94924
89	-309263.18083	-309267.18512	-309254.61542
90	-309262.68895	-309267.65120	-309252.98234
91	-309261.28666	-309267.42024	-309251.00878
92	-309255.05982	-309262.73910	-309250.94105
93	-309257.57808	-309263.72974	-309252.62873
94	-309259.39623	-309264.11498	-309253.78100
95	-309260.80523	-309264.21422	-309254.73431
96	-309268.41433	-309264.56466	-309262.30676
97	-309263.35878	-309262.82458	-309260.14779
98	-309261.11410	-309260.16247	-309260.36897
99	-309258.50346	-309257.17514	-309260.24817
100	-309255.78022	-309253.78734	-309260.05751
101	-309267.32413	-309264.35337	-309261.78643
102	-309255.19145	-309252.29561	-309260.08035
103	-309255.86626	-309254.64827	-309258.02413
104	-309257.42341	-309257.85981	-309256.74879
105	-309259.60366	-309260.92760	-309256.73977
106	-309261.53261	-309263.36774	-309257.08981
107	-309263.36246	-309264.96399	-309257.81147
108	-309265.69581	-309265.55521	-309259.75244
109	-309267.85476	-309265.39958	-309262.27436
110	-309268.68054	-309265.01034	-309263.84283
111	-309268.66471	-309264.97184	-309264.14198
112	-309266.12430	-309264.27998	-309261.46419
113	-309268.78129	-309265.03078	-309264.04603
114	-309269.11309	-309264.95965	-309263.77148
115	-309269.23475	-309264.79143	-309263.26040
116	-309266.09395	-309264.63638	-309261.75214
117	-309267.03742	-309265.85959	-309261.63536
118	-309266.31635	-309266.22562	-309260.26590
