0		11.2113		5.6709		6.5456
1		11.2365		6.1957		6.5707
2		9.5159		4.0502		4.8502
3		11.7845		8.1984		7.1187
4		11.7601		6.2183		7.0944
5		6.1870		1.9258		1.5213
6		10.9606		5.5972		6.2949
7		11.9835		7.3042		7.3177
8		7.9276		2.9565		3.2619
9		20.2804		7.1096		15.6147
10		13.9540		6.0928		9.2883
11		10.3681		8.1754		5.7023
12		7.7423		2.9850		3.0766
13		10.9252		5.1046		6.2595
14		17.4024		6.9682		12.7366
15		14.8449		5.1495		10.1792
16		9.7190		7.0553		5.0532
17		17.6432		5.8231		12.9775
18		9.2570		4.1056		4.5913
19		5.4110		1.3046		0.7453
20		10.3354		5.1028		5.6697
21		12.3279		5.1474		7.6622
22		6.9098		2.0815		2.2441
23		5.8946		1.4663		1.2289
24		2.0111		1.7852		-2.6547
25		11.2745		5.8347		6.6088
26		9.5851		5.7773		4.9194
27		10.6518		8.0458		5.9861
28		10.7923		7.3573		6.1265
29		6.8450		2.6946		2.1792
30		1.6148		0.9459		-3.0509
31		10.7990		7.8982		6.1333
32		3.0741		1.4070		-1.5917
33		7.6144		2.7142		2.9486
34		10.2811		4.2337		5.6154
35		10.3204		7.9840		5.6547
36		8.4974		4.0090		3.8317
37		10.5368		6.4477		5.8710
38		8.9157		3.1868		4.2499
39		5.1420		2.4958		0.4762
40		10.9453		7.5805		6.2795
41		6.3915		2.6469		1.7258
42		2.3852		1.3911		-2.2805
43		5.3218		1.7657		0.6561
44		2.3429		1.0468		-2.3228
45		3.3840		1.8981		-1.2817
46		3.5532		1.3039		-1.1125
47		4.2712		1.3396		-0.3946
48		4.6064		3.0302		-0.0594
49		10.7177		7.1559		6.0519
50		7.5369		3.8622		2.8712
51		8.1062		7.3424		3.4405
52		8.9098		6.4007		4.2441
53		4.0989		1.5114		-0.5669
54		4.0988		2.9208		-0.5669
55		8.2364		7.2477		3.5706
56		2.4839		1.5579		-2.1818
57		10.4183		3.0929		5.7525
58		13.4252		5.6064		8.7595
59		8.1124		7.0702		3.4466
60		5.8956		2.6133		1.2299
61		8.6456		5.1505		3.9798
62		12.1309		4.1230		7.4652
63		6.7859		2.5474		2.1202
64		8.7096		6.8773		4.0439
65		8.6050		2.5739		3.9393
66		3.0146		2.1029		-1.6512
67		2.7135		0.8780		-1.9522
68		3.6388		2.5837		-1.0269
69		5.2524		2.8419		0.5867
70		2.2186		1.0680		-2.4472
71		1.8811		1.1279		-2.7847
72		12.1190		11.8498		7.4532
73		11.1128		10.8376		6.4471
74		25.0033		19.6545		20.3375
75		13.1528		10.7609		8.4870
76		18.4316		13.9611		13.7659
77		28.9373		25.9098		24.2716
78		11.0832		9.9430		6.4175
79		15.9012		11.9727		11.2354
80		15.4713		11.7792		10.8056
81		12.0444		11.4730		7.3787
82		11.3390		10.9391		6.6733
83		11.0267		10.4579		6.3609
84		28.2053		23.0371		23.5396
85		21.3903		16.5667		16.7246
86		11.6059		11.1729		6.9402
87		12.8410		11.9644		8.1752
88		10.7614		10.7725		6.0957
89		12.5824		11.7733		7.9167
90		13.7131		10.0952		9.0473
91		25.1785		21.6283		20.5128
92		11.9801		9.4567		7.3144
93		12.5422		11.8858		7.8764
94		17.8145		14.2876		13.1487
95		21.1957		17.5760		16.5300
96		0.0085		0.8131		-4.6572
97		9.9550		4.5357		5.2893
98		13.9722		6.6585		9.3065
99		13.7351		10.3155		9.0694
100		15.4075		9.7383		10.7418
101		9.7057		3.1437		5.0399
102		0.0000		0.4013		-4.6657
103		14.9270		10.3840		10.2612
104		4.6101		1.0226		-0.0556
105		6.9226		3.3621		2.2568
106		8.3901		3.2875		3.7243
107		10.8876		9.4227		6.2219
108		12.0132		4.7890		7.3475
109		15.1420		8.4011		10.4763
110		7.1317		3.1157		2.4660
111		3.8119		2.2412		-0.8539
112		11.2936		6.8208		6.6278
113		6.3267		2.9899		1.6610
114		3.2343		0.6233		-1.4314
115		7.7777		2.0519		3.1120
116		1.4629		0.3094		-3.2029
117		1.8859		1.3735		-2.7798
118		5.5603		1.2638		0.8946
119		6.4928		1.4963		1.8271
120		0.2054		0.3382		-4.4603
121		10.5570		5.1310		5.8913
122		11.4360		5.6369		6.7703
123		12.2720		8.8233		7.6062
124		12.7838		7.9996		8.1180
125		8.1108		2.8853		3.4450
126		0.2554		0.0000		-4.4104
127		12.7152		8.6489		8.0494
128		3.7259		1.1398		-0.9399
129		6.7605		2.8021		2.0948
130		9.2053		3.6217		4.5395
131		9.6773		9.0324		5.0115
132		9.9419		4.2218		5.2762
133		12.3935		6.9314		7.7277
134		7.8338		2.9019		3.1681
135		4.5452		1.9840		-0.1206
136		11.1992		7.1830		6.5334
137		6.0762		2.7400		1.4104
138		2.8398		0.7283		-1.8259
139		6.4944		1.9509		1.8287
140		1.6890		0.1826		-2.9768
141		2.1410		1.0072		-2.5247
142		4.4948		1.2900		-0.1709
143		5.3665		1.4626		0.7008
144		7.3787		9.3041		2.7130
145		9.6653		7.7961		4.9996
146		27.6557		21.5346		22.9900
147		16.3854		13.1326		11.7196
148		23.6498		20.2435		18.9841
149		21.5787		13.8421		16.9130
150		7.3546		8.5671		2.6888
151		19.6490		16.7925		14.9833
152		10.5976		5.2809		5.9319
153		10.7599		9.2393		6.0941
154		10.8175		8.4412		6.1518
155		13.5428		9.7814		8.8771
156		25.8604		18.1028		21.1946
157		25.7213		22.8401		21.0555
158		11.0621		8.8543		6.3963
159		9.0308		9.7784		4.3650
160		10.8803		7.8181		6.2146
161		10.1071		9.5799		5.4414
162		8.8165		6.0099		4.1507
163		17.2389		10.0551		12.5731
164		7.7233		7.3906		3.0575
165		7.9286		9.7130		3.2629
166		12.2638		5.7031		7.5981
167		14.1373		7.3058		9.4716
168		6.2687		3.2769		1.6029
169		9.9656		6.1108		5.2999
170		7.0032		2.9749		2.3374
171		7.5524		7.1970		2.8866
172		9.2037		5.5782		4.5379
173		3.4070		0.9241		-1.2588
174		5.6164		3.3333		0.9507
175		8.8942		6.7521		4.2284
176		2.9993		1.7520		-1.6665
177		12.5846		3.6183		7.9188
178		15.5953		6.5637		10.9295
179		7.5358		6.8122		2.8701
