# Final energies generated by paramfit for ../../../1_inputfiles/multiplicity_3_amplitude_2/fit.prmtop
# Num	Amber+K		Quantum		Initial Amber+K
0	-617805.84153	-617812.41840	-617853.38637
1	-617806.45579	-617814.79463	-617850.52123
2	-617808.16567	-617817.38125	-617849.48099
3	-617806.99541	-617816.22028	-617849.51295
4	-617800.99876	-617810.99838	-617848.30934
5	-617792.89605	-617803.09588	-617847.79727
6	-617795.60241	-617807.96421	-617846.10224
7	-617802.30706	-617813.29306	-617847.91257
8	-617805.53334	-617816.19552	-617848.38768
9	-617807.34454	-617815.38571	-617851.15297
10	-617807.04705	-617812.59136	-617854.19332
11	-617814.86250	-617819.23252	-617850.70345
12	-617810.02767	-617816.94452	-617847.62221
13	-617807.64037	-617815.81477	-617845.76686
14	-617808.35327	-617816.58292	-617845.58921
15	-617811.20320	-617816.93463	-617848.17114
16	-617811.53834	-617818.33198	-617846.68899
17	-617810.96339	-617818.98903	-617845.06642
18	-617811.37500	-617819.28588	-617845.52455
19	-617812.36798	-617818.69209	-617847.50803
20	-617810.37059	-617817.39287	-617846.82191
21	-617812.05110	-617818.63118	-617847.51630
22	-617814.40910	-617819.69101	-617849.41632
23	-617815.40571	-617817.97218	-617851.28441
24	-617810.07665	-617815.63633	-617847.96967
25	-617811.67422	-617817.20894	-617847.25787
26	-617813.63325	-617817.17403	-617849.08800
27	-617815.18130	-617819.05099	-617848.79841
28	-617816.65266	-617821.63251	-617847.30442
29	-617816.47682	-617821.70779	-617846.68670
30	-617814.66614	-617820.01821	-617846.93741
31	-617815.26525	-617819.24579	-617848.70960
32	-617813.86816	-617817.65276	-617848.87761
33	-617814.57751	-617818.35540	-617849.00454
34	-617816.94836	-617819.54896	-617850.81719
35	-617819.59669	-617819.90828	-617853.06386
36	-617821.21905	-617821.63579	-617852.44455
37	-617820.68250	-617821.19807	-617851.57330
38	-617820.86422	-617821.49101	-617851.33983
39	-617824.47511	-617823.95827	-617852.57764
40	-617826.08640	-617825.66488	-617852.13101
41	-617825.92242	-617825.44149	-617851.80864
42	-617823.44680	-617823.32209	-617851.77945
43	-617821.67901	-617820.95933	-617852.77938
44	-617820.70460	-617818.93067	-617853.77364
45	-617822.42497	-617820.28379	-617854.20024
46	-617823.67124	-617820.88086	-617855.55617
47	-617825.21702	-617823.62713	-617855.62260
48	-617825.73065	-617824.32436	-617854.88511
49	-617823.58474	-617823.32142	-617852.96158
50	-617824.30337	-617823.63929	-617853.26837
51	-617827.72750	-617825.47454	-617854.94974
52	-617828.92977	-617826.84455	-617854.41404
53	-617827.20419	-617826.43629	-617852.72793
54	-617824.57719	-617824.31442	-617852.53396
55	-617823.36728	-617821.59790	-617854.43541
56	-617822.33387	-617820.54838	-617854.37999
57	-617823.59058	-617821.41885	-617854.85243
58	-617821.04175	-617821.15306	-617853.43979
59	-617827.01230	-617824.65520	-617857.61390
60	-617825.88004	-617824.36963	-617856.11198
61	-617823.56371	-617823.57725	-617853.86384
62	-617823.97012	-617824.10435	-617853.66845
63	-617826.48659	-617825.26850	-617855.10246
64	-617826.26198	-617826.14205	-617853.62121
65	-617824.15664	-617825.21879	-617852.09455
66	-617822.34209	-617822.79766	-617853.04381
67	-617821.86189	-617820.88837	-617854.84334
68	-617820.45877	-617820.50107	-617853.72595
69	-617821.33923	-617820.91005	-617854.32676
70	-617822.12872	-617822.94127	-617854.00516
71	-617829.39206	-617824.79305	-617860.75026
72	-617828.12693	-617823.72514	-617859.97781
73	-617826.26590	-617824.33115	-617856.93477
74	-617826.03586	-617824.87425	-617856.07197
75	-617827.12777	-617825.07747	-617856.94696
76	-617826.27152	-617825.55719	-617855.25398
77	-617823.98368	-617824.50060	-617853.70228
78	-617821.61352	-617822.19122	-617853.92173
79	-617820.61253	-617820.27109	-617855.17057
80	-617819.76508	-617819.61238	-617854.90476
81	-617820.80401	-617821.00217	-617855.01593
82	-617826.08304	-617824.17629	-617857.76911
83	-617816.79196	-617815.59717	-617860.76372
84	-617816.22956	-617817.00714	-617858.07062
85	-617813.25151	-617819.62847	-617851.46898
86	-617810.50253	-617816.38242	-617851.85213
87	-617807.12918	-617810.93689	-617853.98002
88	-617801.75401	-617809.01904	-617850.27301
89	-617802.63215	-617813.35438	-617846.45445
90	-617807.70000	-617817.55913	-617847.65099
91	-617812.28162	-617818.70137	-617851.55416
92	-617813.28862	-617816.22698	-617854.98905
93	-617811.71684	-617814.68768	-617855.03370
94	-617813.79488	-617814.96843	-617857.96428
95	-617827.62697	-617821.84592	-617863.23295
96	-617824.98212	-617820.48488	-617861.42909
97	-617822.57069	-617821.10012	-617857.94865
98	-617823.79504	-617822.75356	-617857.31354
99	-617825.58985	-617824.22976	-617857.54713
100	-617824.11842	-617825.03631	-617854.88872
101	-617819.69976	-617823.02345	-617852.10161
102	-617815.34183	-617818.50314	-617852.52405
103	-617814.06094	-617815.54652	-617854.59192
104	-617816.02052	-617816.33110	-617855.85015
105	-617819.49039	-617821.24787	-617854.76436
106	-617825.36511	-617824.17371	-617858.32734
107	-617815.50228	-617814.86262	-617859.87467
108	-617811.91154	-617813.70529	-617857.22117
109	-617811.19682	-617815.00568	-617854.47990
110	-617814.26948	-617817.97388	-617854.19196
111	-617816.05310	-617821.37211	-617852.58533
112	-617811.40524	-617819.94032	-617848.94333
113	-617805.14495	-617814.45108	-617847.78162
114	-617797.92101	-617806.99601	-617848.27110
115	-617802.37098	-617807.79584	-617852.56746
116	-617807.56586	-617814.49248	-617851.11982
117	-617811.54591	-617820.32623	-617849.87071
